;Number of Data;Title;Authors;Source;Year;T (K);p (kPa);xC2H6;xC3H8;xCO2;xCH4;xN2;xC4H10;xH2S;C2H6;C3H8;H2O in Aqueous Liquid;Nonpolar Liquid;H2O in Hydrate;Vapor;H2O in Hydrate sII;H2O in Hydrate sI;CO2;C4H10;Ice;N2;CH4;H2S
1097;Dataset 482;Evidence of structure II hydrate formation from methane + ethane  mixtures;Subramanian, S., Kini, R. A., Dec, S. F.[Steven F.] and Sloan, E. D.[E. Dendy];Chem. Eng. Sci. 55, 1981 - 1999;2000;274.2;986.0;0.0;0.0;0.0;0.73;0.0;0.0;0.0;1;0;1;0;0;1;1;0;0;0;0;0;1;0
1098;Dataset 482;Evidence of structure II hydrate formation from methane + ethane  mixtures;Subramanian, S., Kini, R. A., Dec, S. F.[Steven F.] and Sloan, E. D.[E. Dendy];Chem. Eng. Sci. 55, 1981 - 1999;2000;274.2;1165.0;0.0;0.0;0.0;0.8440000000000001;0.0;0.0;0.0;1;0;1;0;0;1;1;0;0;0;0;0;1;0
1099;Dataset 482;Evidence of structure II hydrate formation from methane + ethane  mixtures;Subramanian, S., Kini, R. A., Dec, S. F.[Steven F.] and Sloan, E. D.[E. Dendy];Chem. Eng. Sci. 55, 1981 - 1999;2000;274.2;1448.0;0.0;0.0;0.0;0.9179999999999999;0.0;0.0;0.0;1;0;1;0;0;1;1;0;0;0;0;0;1;0
1100;Dataset 574;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;278.21;2254.0;0.0953;0.0;0.0;0.9047;0.0;0.0;0.0;1;0;1;0;1;1;0;0;0;0;0;0;1;0
1101;Dataset 574;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;279.6;2628.0;0.0953;0.0;0.0;0.9047;0.0;0.0;0.0;1;0;1;0;1;1;0;0;0;0;0;0;1;0
1102;Dataset 574;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;283.69;4191.0;0.0953;0.0;0.0;0.9047;0.0;0.0;0.0;1;0;1;0;1;1;0;0;0;0;0;0;1;0
1103;Dataset 574;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;288.12;7208.0;0.0953;0.0;0.0;0.9047;0.0;0.0;0.0;1;0;1;0;1;1;0;0;0;0;0;0;1;0
1104;Dataset 574;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;290.44;9992.0;0.0953;0.0;0.0;0.9047;0.0;0.0;0.0;1;0;1;0;1;1;0;0;0;0;0;0;1;0
1105;Dataset 574;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;292.97;14849.0;0.0953;0.0;0.0;0.9047;0.0;0.0;0.0;1;0;1;0;1;1;0;0;0;0;0;0;1;0
1106;Dataset 574;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;294.63;19891.0;0.0953;0.0;0.0;0.9047;0.0;0.0;0.0;1;0;1;0;1;1;0;0;0;0;0;0;1;0
1107;Dataset 574;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;295.52;23198.0;0.0953;0.0;0.0;0.9047;0.0;0.0;0.0;1;0;1;0;1;1;0;0;0;0;0;0;1;0
1108;Dataset 578;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;277.36;2575.0;0.0489;0.0;0.0;0.9093;0.0418;0.0;0.0;1;0;1;0;1;1;0;0;0;0;0;1;1;0
1109;Dataset 578;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;280.91;3803.0;0.0489;0.0;0.0;0.9093;0.0418;0.0;0.0;1;0;1;0;1;1;0;0;0;0;0;1;1;0
1110;Dataset 578;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;284.9;6096.0;0.0489;0.0;0.0;0.9093;0.0418;0.0;0.0;1;0;1;0;1;1;0;0;0;0;0;1;1;0
1111;Dataset 578;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;287.45;8360.0;0.0489;0.0;0.0;0.9093;0.0418;0.0;0.0;1;0;1;0;1;1;0;0;0;0;0;1;1;0
1112;Dataset 578;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;290.93;13806.0;0.0489;0.0;0.0;0.9093;0.0418;0.0;0.0;1;0;1;0;1;1;0;0;0;0;0;1;1;0
1113;Dataset 578;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;292.82;18820.0;0.0489;0.0;0.0;0.9093;0.0418;0.0;0.0;1;0;1;0;1;1;0;0;0;0;0;1;1;0
1114;Dataset 578;Experimental determination of hydrate equilibrium conditions for pure gases, binary and ternary mixtures and natural gases ;Nixdorf, J. and Oellrich, L. R.;Fluid Phase Equilib. 139, 325-333;1997;294.23;23833.0;0.0489;0.0;0.0;0.9093;0.0418;0.0;0.0;1;0;1;0;1;1;0;0;0;0;0;1;1;0
1115;Dataset 334;Hydrate Euilibria for Binary and Ternary Mixtures of Methane, Propane, Isobutane, and n-Butane: Effect of Salinity;Paranjpe, S. G., Patil, S. L., Kamath, V. A. and Godbole, S. P.;Spe Reservoir Engineering, 446-454;1989;276.15;220.6;0.0;0.0;0.0;0.261;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1116;Dataset 334;Hydrate Euilibria for Binary and Ternary Mixtures of Methane, Propane, Isobutane, and n-Butane: Effect of Salinity;Paranjpe, S. G., Patil, S. L., Kamath, V. A. and Godbole, S. P.;Spe Reservoir Engineering, 446-454;1989;276.15;248.2;0.0;0.106;0.0;0.155;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1117;Dataset 334;Hydrate Euilibria for Binary and Ternary Mixtures of Methane, Propane, Isobutane, and n-Butane: Effect of Salinity;Paranjpe, S. G., Patil, S. L., Kamath, V. A. and Godbole, S. P.;Spe Reservoir Engineering, 446-454;1989;276.15;262.0;0.0;0.19399999999999998;0.0;0.12300000000000001;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1118;Dataset 334;Hydrate Euilibria for Binary and Ternary Mixtures of Methane, Propane, Isobutane, and n-Butane: Effect of Salinity;Paranjpe, S. G., Patil, S. L., Kamath, V. A. and Godbole, S. P.;Spe Reservoir Engineering, 446-454;1989;276.15;303.4;0.0;0.369;0.0;0.0;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1119;Dataset 334;Hydrate Euilibria for Binary and Ternary Mixtures of Methane, Propane, Isobutane, and n-Butane: Effect of Salinity;Paranjpe, S. G., Patil, S. L., Kamath, V. A. and Godbole, S. P.;Spe Reservoir Engineering, 446-454;1989;279.15;398.0;0.0;0.0;0.0;0.511;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1120;Dataset 334;Hydrate Euilibria for Binary and Ternary Mixtures of Methane, Propane, Isobutane, and n-Butane: Effect of Salinity;Paranjpe, S. G., Patil, S. L., Kamath, V. A. and Godbole, S. P.;Spe Reservoir Engineering, 446-454;1989;279.15;458.5;0.0;0.085;0.0;0.201;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1121;Dataset 334;Hydrate Euilibria for Binary and Ternary Mixtures of Methane, Propane, Isobutane, and n-Butane: Effect of Salinity;Paranjpe, S. G., Patil, S. L., Kamath, V. A. and Godbole, S. P.;Spe Reservoir Engineering, 446-454;1989;279.15;495.0;0.0;0.27899999999999997;0.0;0.092;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1122;Dataset 334;Hydrate Euilibria for Binary and Ternary Mixtures of Methane, Propane, Isobutane, and n-Butane: Effect of Salinity;Paranjpe, S. G., Patil, S. L., Kamath, V. A. and Godbole, S. P.;Spe Reservoir Engineering, 446-454;1989;279.15;543.3;0.0;0.542;0.0;0.128;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1123;Dataset 334;Hydrate Euilibria for Binary and Ternary Mixtures of Methane, Propane, Isobutane, and n-Butane: Effect of Salinity;Paranjpe, S. G., Patil, S. L., Kamath, V. A. and Godbole, S. P.;Spe Reservoir Engineering, 446-454;1989;279.15;576.4;0.0;0.737;0.0;0.128;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1124;Dataset 334;Hydrate Euilibria for Binary and Ternary Mixtures of Methane, Propane, Isobutane, and n-Butane: Effect of Salinity;Paranjpe, S. G., Patil, S. L., Kamath, V. A. and Godbole, S. P.;Spe Reservoir Engineering, 446-454;1989;279.15;606.7;0.0;0.851;0.0;0.102;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1125;Dataset 334;Hydrate Euilibria for Binary and Ternary Mixtures of Methane, Propane, Isobutane, and n-Butane: Effect of Salinity;Paranjpe, S. G., Patil, S. L., Kamath, V. A. and Godbole, S. P.;Spe Reservoir Engineering, 446-454;1989;279.15;674.0;0.0;0.99;0.0;0.01;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1126;Dataset 334;Hydrate Euilibria for Binary and Ternary Mixtures of Methane, Propane, Isobutane, and n-Butane: Effect of Salinity;Paranjpe, S. G., Patil, S. L., Kamath, V. A. and Godbole, S. P.;Spe Reservoir Engineering, 446-454;1989;281.15;585.1;0.0;0.0;0.0;0.62;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1127;Dataset 334;Hydrate Euilibria for Binary and Ternary Mixtures of Methane, Propane, Isobutane, and n-Butane: Effect of Salinity;Paranjpe, S. G., Patil, S. L., Kamath, V. A. and Godbole, S. P.;Spe Reservoir Engineering, 446-454;1989;281.15;621.9;0.0;0.071;0.0;0.242;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1128;Dataset 334;Hydrate Euilibria for Binary and Ternary Mixtures of Methane, Propane, Isobutane, and n-Butane: Effect of Salinity;Paranjpe, S. G., Patil, S. L., Kamath, V. A. and Godbole, S. P.;Spe Reservoir Engineering, 446-454;1989;281.15;668.8;0.0;0.39299999999999996;0.0;0.187;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1129;Dataset 334;Hydrate Euilibria for Binary and Ternary Mixtures of Methane, Propane, Isobutane, and n-Butane: Effect of Salinity;Paranjpe, S. G., Patil, S. L., Kamath, V. A. and Godbole, S. P.;Spe Reservoir Engineering, 446-454;1989;281.15;723.9;0.0;0.569;0.0;0.15;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1130;Dataset 334;Hydrate Euilibria for Binary and Ternary Mixtures of Methane, Propane, Isobutane, and n-Butane: Effect of Salinity;Paranjpe, S. G., Patil, S. L., Kamath, V. A. and Godbole, S. P.;Spe Reservoir Engineering, 446-454;1989;281.15;773.6;0.0;0.8140000000000001;0.0;0.126;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1131;Dataset 334;Hydrate Euilibria for Binary and Ternary Mixtures of Methane, Propane, Isobutane, and n-Butane: Effect of Salinity;Paranjpe, S. G., Patil, S. L., Kamath, V. A. and Godbole, S. P.;Spe Reservoir Engineering, 446-454;1989;281.15;832.0;0.0;0.97;0.0;0.03;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1132;Dataset 745;MEASUREMENT OF MULTIPHASE GAS HYDRATE PHASE EQUILIBRIA: EFFECT OF INHIBITORS AND HEAVIER HYDROCARBON COMPONENTS;Patil, S. L.;Master of Science Thesis, University of Alaska, Fairbanks, Alaska;1987;276.15;220.64;0.0;0.0;0.0;0.2608;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1133;Dataset 745;MEASUREMENT OF MULTIPHASE GAS HYDRATE PHASE EQUILIBRIA: EFFECT OF INHIBITORS AND HEAVIER HYDROCARBON COMPONENTS;Patil, S. L.;Master of Science Thesis, University of Alaska, Fairbanks, Alaska;1987;276.15;248.22;0.0;0.106;0.0;0.155;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1134;Dataset 745;MEASUREMENT OF MULTIPHASE GAS HYDRATE PHASE EQUILIBRIA: EFFECT OF INHIBITORS AND HEAVIER HYDROCARBON COMPONENTS;Patil, S. L.;Master of Science Thesis, University of Alaska, Fairbanks, Alaska;1987;276.15;262.01;0.0;0.19399999999999998;0.0;0.12300000000000001;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1135;Dataset 745;MEASUREMENT OF MULTIPHASE GAS HYDRATE PHASE EQUILIBRIA: EFFECT OF INHIBITORS AND HEAVIER HYDROCARBON COMPONENTS;Patil, S. L.;Master of Science Thesis, University of Alaska, Fairbanks, Alaska;1987;276.15;303.38;0.0;0.369;0.0;0.0;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1136;Dataset 745;MEASUREMENT OF MULTIPHASE GAS HYDRATE PHASE EQUILIBRIA: EFFECT OF INHIBITORS AND HEAVIER HYDROCARBON COMPONENTS;Patil, S. L.;Master of Science Thesis, University of Alaska, Fairbanks, Alaska;1987;279.15;458.5175;0.0;0.0852;0.0;0.2009;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1137;Dataset 745;MEASUREMENT OF MULTIPHASE GAS HYDRATE PHASE EQUILIBRIA: EFFECT OF INHIBITORS AND HEAVIER HYDROCARBON COMPONENTS;Patil, S. L.;Master of Science Thesis, University of Alaska, Fairbanks, Alaska;1987;279.15;495.061;0.0;0.2793;0.0;0.0924;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1138;Dataset 745;MEASUREMENT OF MULTIPHASE GAS HYDRATE PHASE EQUILIBRIA: EFFECT OF INHIBITORS AND HEAVIER HYDROCARBON COMPONENTS;Patil, S. L.;Master of Science Thesis, University of Alaska, Fairbanks, Alaska;1987;279.15;543.326;0.0;0.5418;0.0;0.1281;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1139;Dataset 745;MEASUREMENT OF MULTIPHASE GAS HYDRATE PHASE EQUILIBRIA: EFFECT OF INHIBITORS AND HEAVIER HYDROCARBON COMPONENTS;Patil, S. L.;Master of Science Thesis, University of Alaska, Fairbanks, Alaska;1987;279.15;576.422;0.0;0.7371;0.0;0.1275;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1140;Dataset 745;MEASUREMENT OF MULTIPHASE GAS HYDRATE PHASE EQUILIBRIA: EFFECT OF INHIBITORS AND HEAVIER HYDROCARBON COMPONENTS;Patil, S. L.;Master of Science Thesis, University of Alaska, Fairbanks, Alaska;1987;279.15;606.76;0.0;0.8511;0.0;0.1021;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1141;Dataset 745;MEASUREMENT OF MULTIPHASE GAS HYDRATE PHASE EQUILIBRIA: EFFECT OF INHIBITORS AND HEAVIER HYDROCARBON COMPONENTS;Patil, S. L.;Master of Science Thesis, University of Alaska, Fairbanks, Alaska;1987;281.15;621.929;0.0;0.0711;0.0;0.2423;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1142;Dataset 745;MEASUREMENT OF MULTIPHASE GAS HYDRATE PHASE EQUILIBRIA: EFFECT OF INHIBITORS AND HEAVIER HYDROCARBON COMPONENTS;Patil, S. L.;Master of Science Thesis, University of Alaska, Fairbanks, Alaska;1987;281.15;668.815;0.0;0.3931;0.0;0.1874;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1143;Dataset 745;MEASUREMENT OF MULTIPHASE GAS HYDRATE PHASE EQUILIBRIA: EFFECT OF INHIBITORS AND HEAVIER HYDROCARBON COMPONENTS;Patil, S. L.;Master of Science Thesis, University of Alaska, Fairbanks, Alaska;1987;281.15;723.975;0.0;0.5689;0.0;0.15;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1144;Dataset 745;MEASUREMENT OF MULTIPHASE GAS HYDRATE PHASE EQUILIBRIA: EFFECT OF INHIBITORS AND HEAVIER HYDROCARBON COMPONENTS;Patil, S. L.;Master of Science Thesis, University of Alaska, Fairbanks, Alaska;1987;281.15;773.6189999999999;0.0;0.8139;0.0;0.1258;0.0;0.0;0.0;0;1;1;1;1;1;0;0;0;1;0;0;1;0
1145;Dataset 598;Equilibrium conditions for hydrate formation for a ternary mixture of methane, propane and carbon dioxide, and a natural gas mixture in the presence of electrolytes and methanol   ;Bishnoi, P. R.[P. Raj] and Dholabhai, P. D.[Pankaj D.];Fluid Phase Equilib. 158-160, 821-827;1999;277.18;1660.0;0.0;0.019;0.158;0.0;0.0;0.0;0.0;0;1;1;0;1;1;0;0;1;0;0;0;1;0
1146;Dataset 598;Equilibrium conditions for hydrate formation for a ternary mixture of methane, propane and carbon dioxide, and a natural gas mixture in the presence of electrolytes and methanol   ;Bishnoi, P. R.[P. Raj] and Dholabhai, P. D.[Pankaj D.];Fluid Phase Equilib. 158-160, 821-827;1999;280.56;2461.0;0.0;0.02;0.172;0.0;0.0;0.0;0.0;0;1;1;0;1;1;0;0;1;0;0;0;1;0
1147;Dataset 598;Equilibrium conditions for hydrate formation for a ternary mixture of methane, propane and carbon dioxide, and a natural gas mixture in the presence of electrolytes and methanol   ;Bishnoi, P. R.[P. Raj] and Dholabhai, P. D.[Pankaj D.];Fluid Phase Equilib. 158-160, 821-827;1999;283.21;3397.0;0.0;0.02;0.17800000000000002;0.0;0.0;0.0;0.0;0;1;1;0;1;1;0;0;1;0;0;0;1;0
1148;Dataset 598;Equilibrium conditions for hydrate formation for a ternary mixture of methane, propane and carbon dioxide, and a natural gas mixture in the presence of electrolytes and methanol   ;Bishnoi, P. R.[P. Raj] and Dholabhai, P. D.[Pankaj D.];Fluid Phase Equilib. 158-160, 821-827;1999;288.62;7241.0;0.0;0.019;0.183;0.0;0.0;0.0;0.0;0;1;1;0;1;1;0;0;1;0;0;0;1;0
1149;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;274.8;1627.0;0.0;0.01;0.0;0.0;0.0;0.0;0.0;0;1;1;0;1;1;0;0;0;0;0;0;1;0
1150;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;277.6;2248.0;0.0;0.01;0.0;0.0;0.0;0.0;0.0;0;1;1;0;1;1;0;0;0;0;0;0;1;0
1151;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;277.6;2255.0;0.0;0.01;0.0;0.0;0.0;0.0;0.0;0;1;1;0;1;1;0;0;0;0;0;0;1;0
1152;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;280.4;3123.0;0.0;0.01;0.0;0.0;0.0;0.0;0.0;0;1;1;0;1;1;0;0;0;0;0;0;1;0
1153;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;283.0;4357.0;0.0;0.01;0.0;0.0;0.0;0.0;0.0;0;1;1;0;1;1;0;0;0;0;0;0;1;0
1154;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;274.8;1151.0;0.0;0.026000000000000002;0.0;0.0;0.0;0.0;0.0;0;1;1;0;1;1;0;0;0;0;0;0;1;0
1155;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;277.6;1593.0;0.0;0.026000000000000002;0.0;0.0;0.0;0.0;0.0;0;1;1;0;1;1;0;0;0;0;0;0;1;0
1156;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;280.4;2193.0;0.0;0.026000000000000002;0.0;0.0;0.0;0.0;0.0;0;1;1;0;1;1;0;0;0;0;0;0;1;0
1157;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;283.2;3013.0;0.0;0.026000000000000002;0.0;0.0;0.0;0.0;0.0;0;1;1;0;1;1;0;0;0;0;0;0;1;0
1158;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;274.8;814.0;0.0;0.048;0.0;0.0;0.0;0.0;0.0;0;1;1;0;1;1;0;0;0;0;0;0;1;0
1159;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;277.6;1138.0;0.0;0.048;0.0;0.0;0.0;0.0;0.0;0;1;1;0;1;1;0;0;0;0;0;0;1;0
1160;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;280.4;1586.0;0.0;0.048;0.0;0.0;0.0;0.0;0.0;0;1;1;0;1;1;0;0;0;0;0;0;1;0
1161;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;283.2;2227.0;0.0;0.048;0.0;0.0;0.0;0.0;0.0;0;1;1;0;1;1;0;0;0;0;0;0;1;0
1162;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;274.8;552.0;0.0;0.11699999999999999;0.0;0.0;0.0;0.0;0.0;0;1;1;0;1;1;0;0;0;0;0;0;1;0
1163;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;277.6;779.0;0.0;0.11699999999999999;0.0;0.0;0.0;0.0;0.0;0;1;1;0;1;1;0;0;0;0;0;0;1;0
1164;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;280.4;1110.0;0.0;0.11699999999999999;0.0;0.0;0.0;0.0;0.0;0;1;1;0;1;1;0;0;0;0;0;0;1;0
1165;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;283.2;1558.0;0.0;0.11699999999999999;0.0;0.0;0.0;0.0;0.0;0;1;1;0;1;1;0;0;0;0;0;0;1;0
1166;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;274.8;365.0;0.0;0.28800000000000003;0.0;0.0;0.0;0.0;0.0;0;1;1;0;1;1;0;0;0;0;0;0;1;0
1167;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;277.6;538.0;0.0;0.28800000000000003;0.0;0.0;0.0;0.0;0.0;0;1;1;0;1;1;0;0;0;0;0;0;1;0
1168;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;280.4;800.0;0.0;0.28800000000000003;0.0;0.0;0.0;0.0;0.0;0;1;1;0;1;1;0;0;0;0;0;0;1;0
1169;Dataset 1014;GAS HYDRATES AND THEIR RELATION TO THE OPERATION OF NATURAL-GAS PIPE LINES;Deaton, W. M. and Frost, E. M.;United States Department of the Interior Gas Hydrates and Their Relation to the Operation of Natural-Gas Pipe Lines U18401 8653273;1946;280.4;800.0;0.0;0.28800000000000003;0.0;0.0;0.0;0.0;0.0;0;1;1;0;1;1;0;0;0;0;0;0;1;0
